area_sqft,bedrooms,bathrooms,floors,age_years,parking,distance_city_km,near_metro,furnishing,locality_rating,price_inr
4284,4,1,2,3,0,23.7,1,Semi-Furnished,2.7,32636247
464,6,5,2,13,0,8.89,1,Semi-Furnished,3.0,11113161
2968,5,5,3,10,1,13.94,0,Unfurnished,3.1,25472364
2427,5,1,3,22,1,24.51,0,Furnished,3.9,20772807
3095,3,2,3,11,1,12.49,1,Unfurnished,3.5,24112713
1895,4,5,2,3,0,2.95,1,Unfurnished,4.3,19956735
791,5,2,1,0,2,20.04,0,Semi-Furnished,4.7,11725622
4914,3,1,3,9,1,27.18,1,Furnished,4.1,36488126
4874,3,5,1,6,3,26.26,1,Unfurnished,4.7,38598559
3961,6,4,1,1,2,22.12,1,Furnished,4.1,35487343
2678,3,4,3,22,2,27.02,1,Unfurnished,4.0,23008495
3499,1,5,3,33,2,7.78,1,Semi-Furnished,3.8,27218982
600,5,3,2,11,2,25.95,0,Furnished,3.8,10929124
3504,5,5,3,11,2,2.7,0,Semi-Furnished,2.9,31710332
4998,2,5,2,15,3,26.16,0,Unfurnished,3.7,38065624
2854,1,5,2,7,1,2.72,1,Semi-Furnished,4.4,24699458
4045,5,1,1,5,2,27.23,1,Unfurnished,3.9,32631474
1204,6,5,2,14,3,31.09,0,Unfurnished,3.6,17312587
3131,5,5,1,10,0,29.19,1,Furnished,4.8,28623802
3173,2,1,2,29,1,12.85,0,Semi-Furnished,2.6,23343292
1970,4,5,3,9,2,34.15,1,Semi-Furnished,2.8,19857131
3090,4,4,4,22,2,18.63,1,Unfurnished,4.7,26725731
4240,1,4,1,17,1,13.89,0,Unfurnished,2.8,31232724
1428,3,5,3,8,2,20.8,0,Furnished,3.9,15372768
902,2,1,1,8,0,11.37,1,Unfurnished,4.8,9421320
4893,2,5,2,5,2,7.06,0,Semi-Furnished,4.2,37938960
1270,5,5,1,15,1,6.55,0,Semi-Furnished,3.6,15753919
4888,6,2,4,11,3,6.76,0,Unfurnished,2.7,39022327
606,5,3,3,1,3,8.76,1,Furnished,3.0,12149474
1884,6,1,1,16,1,31.14,0,Semi-Furnished,4.3,18530393
1263,2,3,4,25,1,14.76,1,Furnished,4.2,13453024
3190,3,2,3,8,0,1.0,0,Unfurnished,4.0,25550321
963,4,3,4,4,2,11.33,0,Semi-Furnished,3.8,12717504
4591,1,5,1,27,1,34.87,1,Semi-Furnished,3.2,34068607
2157,6,4,4,29,0,26.03,1,Semi-Furnished,4.1,20907930
2078,4,1,2,16,0,18.13,1,Semi-Furnished,4.9,18706205
3642,1,1,1,18,3,5.33,1,Semi-Furnished,4.1,28074462
1459,3,5,3,5,1,16.49,0,Unfurnished,4.7,15156104
2122,2,3,2,3,3,22.75,0,Unfurnished,4.3,18242161
3714,3,1,1,13,1,32.24,1,Semi-Furnished,4.4,28924044
3557,6,2,2,15,0,17.73,0,Furnished,2.8,30140918
3025,2,2,4,31,1,19.64,0,Unfurnished,2.7,21755986
3129,5,3,3,30,1,20.3,0,Furnished,3.3,27089537
1997,1,2,2,4,3,33.33,1,Unfurnished,3.4,16414668
3460,5,4,4,16,3,12.52,0,Semi-Furnished,4.1,30156206
3093,2,5,4,3,3,30.26,1,Furnished,3.5,26714839
4027,1,1,3,23,0,15.67,0,Furnished,3.3,29193256
1763,1,5,1,5,2,26.19,0,Furnished,5.0,17462681
2381,5,3,3,29,1,17.43,0,Semi-Furnished,4.0,21834922
2063,1,5,3,10,0,19.85,1,Semi-Furnished,2.7,18504475
1929,2,1,4,26,1,12.19,1,Unfurnished,2.6,16009914
2438,6,1,3,8,1,15.1,0,Semi-Furnished,4.3,21917324
3702,6,3,3,23,2,18.86,0,Unfurnished,3.7,30603513
2637,2,1,1,19,1,21.55,1,Furnished,4.7,20869596
1706,5,2,3,12,3,13.59,1,Unfurnished,4.4,18148777
4429,3,5,3,27,1,29.36,1,Unfurnished,4.5,34056089
3075,2,4,4,30,1,25.45,1,Furnished,3.0,24546958
1682,6,4,1,31,0,16.35,1,Semi-Furnished,3.4,18899400
1109,2,4,3,34,1,25.99,0,Furnished,4.2,11383143
4813,1,3,1,18,1,1.23,1,Unfurnished,4.6,35720925
4148,1,4,1,6,3,21.18,1,Semi-Furnished,4.5,32720814
1063,2,5,4,2,0,18.86,0,Unfurnished,3.3,11794954
2398,5,1,3,29,1,18.49,1,Semi-Furnished,4.0,21509220
3845,3,2,2,30,3,21.52,0,Semi-Furnished,2.5,29131924
4143,1,4,1,8,3,28.28,0,Unfurnished,4.8,30029253
1895,6,4,4,33,3,2.57,0,Semi-Furnished,3.2,20968772
3704,1,4,1,21,1,6.06,1,Unfurnished,2.8,28393794
4163,6,2,2,26,1,1.33,0,Unfurnished,4.4,34974620
2253,3,5,2,26,3,9.08,1,Furnished,4.3,22769255
1691,1,4,3,32,3,34.24,1,Furnished,3.4,15601151
3981,5,1,4,5,2,13.7,0,Semi-Furnished,3.5,31088712
3857,6,3,2,26,0,20.61,0,Furnished,4.3,31705410
2036,1,2,1,31,0,34.66,0,Unfurnished,2.6,14069182
4096,1,5,2,21,0,22.33,1,Semi-Furnished,4.9,31678033
3399,2,1,1,12,2,6.82,0,Furnished,4.8,26567156
3552,5,2,4,31,3,28.37,1,Semi-Furnished,3.5,29066405
1098,5,2,3,26,0,19.77,0,Furnished,4.4,12987497
2560,2,3,2,29,0,34.84,1,Semi-Furnished,3.9,19451088
4497,6,3,4,34,0,26.67,0,Furnished,4.3,35550278
1254,4,5,4,12,1,34.82,1,Furnished,4.8,16071984
3874,3,4,2,0,2,31.29,0,Semi-Furnished,3.6,29941933
2107,5,3,4,26,1,7.19,1,Furnished,3.6,21906681
3177,4,5,3,21,0,26.43,0,Unfurnished,4.6,26620293
2133,6,2,3,23,1,17.94,0,Furnished,2.6,20609453
3910,3,4,2,22,0,5.41,1,Semi-Furnished,3.1,31237299
602,5,1,2,34,1,20.31,1,Semi-Furnished,2.8,9185826
3655,1,2,4,8,3,4.19,1,Unfurnished,4.7,28149231
4618,5,5,4,26,3,26.91,1,Furnished,3.9,39261392
4896,3,1,4,6,1,13.28,0,Furnished,2.6,36213343
1166,4,2,2,23,3,28.5,1,Semi-Furnished,3.5,14439656
4789,1,3,2,15,3,24.2,0,Furnished,4.6,36006897
2727,3,5,1,22,2,30.86,1,Semi-Furnished,2.7,23322681
3331,6,1,4,6,0,7.32,1,Unfurnished,3.2,27849698
597,3,3,2,21,2,22.93,1,Furnished,4.7,10493457
2330,5,1,1,28,0,30.37,1,Furnished,2.7,20427411
3982,6,4,3,19,0,8.75,1,Unfurnished,5.0,34037340
1008,2,4,1,5,0,27.63,0,Unfurnished,3.3,10088954
3672,2,5,3,30,1,10.68,1,Unfurnished,2.6,28500661
1547,1,1,2,26,3,28.73,1,Furnished,2.9,12836599
4682,3,4,4,8,2,18.53,1,Unfurnished,4.1,36819732
3797,4,2,3,24,3,23.65,0,Furnished,2.8,29871489
2911,1,2,4,32,0,13.57,0,Semi-Furnished,4.4,22070693
2194,6,4,4,12,0,29.08,1,Unfurnished,3.5,21354612
1059,1,4,3,26,1,5.19,0,Unfurnished,4.7,10617221
3211,5,5,4,18,0,7.58,1,Semi-Furnished,2.7,28460569
1769,6,5,4,15,0,4.06,0,Unfurnished,3.5,20174741
2386,4,2,4,13,1,33.29,0,Semi-Furnished,4.0,20757971
546,3,3,4,3,1,16.85,0,Furnished,4.6,9920208
3619,6,1,1,21,1,17.23,0,Unfurnished,3.8,29273206
3311,3,3,3,0,2,11.25,0,Semi-Furnished,4.4,27436265
2134,3,5,4,20,2,16.97,1,Semi-Furnished,4.1,21167858
2243,1,3,4,29,2,8.99,1,Unfurnished,3.2,18098415
888,5,5,2,26,0,33.36,0,Unfurnished,3.5,11979972
3376,1,3,2,33,2,9.96,1,Semi-Furnished,4.6,26746538
2359,2,2,3,28,0,32.47,0,Semi-Furnished,2.8,17420061
2785,2,5,4,3,3,17.6,1,Semi-Furnished,4.9,27166114
3319,3,2,3,6,2,15.86,1,Semi-Furnished,4.1,27486862
2202,5,3,2,32,3,28.33,1,Furnished,3.6,22484676
4461,6,4,2,11,0,17.82,0,Semi-Furnished,4.7,37649506
3769,3,4,2,32,0,10.07,1,Semi-Furnished,3.9,30322198
662,6,1,1,23,3,15.79,0,Unfurnished,4.2,10796639
1023,3,4,1,0,1,15.95,0,Semi-Furnished,2.8,11595167
1416,1,1,2,33,2,11.04,1,Semi-Furnished,4.6,13060517
4043,3,3,2,16,1,15.29,0,Semi-Furnished,4.8,32144868
2449,3,1,1,21,3,5.08,1,Furnished,2.7,21200948
4123,5,1,2,26,0,32.97,0,Furnished,3.1,31014580
4948,5,1,2,14,3,22.76,0,Unfurnished,3.5,37275780
3508,6,2,1,14,0,7.57,1,Unfurnished,3.8,30521515
4490,5,1,1,22,2,27.84,0,Furnished,4.8,35888791
2456,3,5,1,11,3,10.06,1,Unfurnished,5.0,23303062
3570,5,3,2,26,0,21.27,1,Unfurnished,4.4,29200671
2082,5,2,2,8,2,32.09,0,Furnished,4.4,20035356
2655,4,5,4,28,2,27.02,1,Furnished,4.5,25391560
1554,4,3,2,20,2,5.15,1,Semi-Furnished,2.9,17156828
4899,2,2,2,0,1,19.56,1,Unfurnished,3.5,36652667
3591,1,3,1,11,2,25.06,0,Semi-Furnished,4.4,25897393
2096,1,4,3,0,2,7.87,0,Furnished,4.8,19095254
4391,5,3,2,26,2,4.42,1,Semi-Furnished,4.8,37322908
2048,2,4,2,23,2,6.03,0,Furnished,2.5,19236244
1845,2,4,2,23,2,33.75,0,Semi-Furnished,4.8,16439121
4599,6,3,4,33,1,29.73,1,Unfurnished,4.9,36881386
4323,4,4,1,34,2,30.17,1,Semi-Furnished,2.5,33464876
653,2,2,4,9,0,9.37,1,Furnished,2.5,9007953
3583,3,4,4,23,0,19.98,0,Semi-Furnished,3.2,28543948
2957,6,1,3,26,2,17.58,0,Furnished,2.6,25676557
498,5,2,2,6,2,29.37,0,Unfurnished,4.1,8043240
2600,3,2,4,13,2,15.34,1,Furnished,3.6,23005174
3361,1,2,4,34,2,19.29,1,Furnished,3.1,25015112
4833,4,1,4,14,2,20.76,0,Furnished,4.5,37272081
4177,3,1,1,31,0,13.63,0,Unfurnished,2.9,29933243
3269,5,1,2,8,2,2.15,1,Furnished,4.4,29865950
3634,3,1,4,32,3,17.84,1,Unfurnished,4.9,28625509
4191,3,1,2,32,2,17.77,0,Furnished,4.0,31489166
1356,2,5,2,31,2,2.39,1,Furnished,4.6,15842355
4467,4,5,3,20,3,17.53,0,Unfurnished,2.7,36281735
560,1,1,1,4,3,18.38,0,Semi-Furnished,3.3,6454286
4893,5,2,4,10,0,5.57,1,Unfurnished,4.2,39106879
1700,6,4,4,28,3,5.9,0,Semi-Furnished,4.3,20165819
4387,6,4,3,7,3,32.84,0,Furnished,2.8,36674171
1927,5,5,4,26,0,7.47,0,Unfurnished,4.8,20099865
1618,1,1,1,11,3,11.61,0,Furnished,4.9,14666962
4896,5,3,4,6,2,11.12,1,Semi-Furnished,2.6,40151066
3504,2,4,1,34,3,23.36,1,Furnished,4.5,28877311
3135,6,4,4,5,3,22.83,0,Unfurnished,2.8,28548373
4955,6,2,2,18,3,32.03,1,Furnished,2.8,39680870
1354,3,4,2,15,0,14.69,1,Semi-Furnished,4.3,15746416
4965,2,5,3,10,3,27.52,1,Unfurnished,2.7,37590581
3846,6,1,4,27,3,13.83,1,Semi-Furnished,3.6,32573286
1445,2,1,4,22,2,9.16,1,Unfurnished,3.5,12317231
2093,2,4,1,34,0,31.3,1,Furnished,4.2,18270325
3836,1,3,4,34,2,17.44,0,Semi-Furnished,4.5,28116225
962,6,5,3,16,1,14.28,1,Semi-Furnished,3.0,14986472
2885,4,4,4,3,0,31.79,0,Semi-Furnished,3.0,23740546
3754,1,5,2,6,3,32.94,0,Unfurnished,4.8,28936645
625,1,3,3,17,1,16.35,1,Furnished,2.5,8745798
1359,2,5,2,22,3,1.67,1,Semi-Furnished,3.9,15863780
4948,4,5,3,27,3,2.1,0,Furnished,4.0,39826360
3467,1,5,3,18,0,21.71,1,Unfurnished,4.5,27094736
1215,4,1,3,20,1,29.97,0,Semi-Furnished,3.0,12158481
3520,6,3,3,34,0,30.76,0,Semi-Furnished,4.9,29296641
416,2,1,1,1,3,31.64,1,Unfurnished,2.7,6485389
1643,1,2,3,16,0,28.46,1,Semi-Furnished,3.3,12313154
2605,4,4,2,10,2,30.66,0,Unfurnished,3.1,21931992
2924,5,1,4,12,0,29.62,1,Unfurnished,3.0,24161560
1469,1,5,1,27,3,29.57,0,Unfurnished,2.9,12306723
3844,1,2,1,16,3,12.13,0,Unfurnished,3.0,28224251
2965,1,3,1,23,3,14.39,0,Semi-Furnished,4.4,23051596
1460,4,3,4,33,0,11.78,1,Semi-Furnished,4.9,15416467
2727,3,1,4,13,3,6.26,0,Unfurnished,4.4,22883626
3820,6,5,1,5,3,12.29,1,Semi-Furnished,3.1,34990087
701,1,5,1,21,1,31.85,0,Semi-Furnished,3.1,8551174
4676,5,3,3,19,1,34.02,1,Furnished,4.3,37792960
1006,5,5,3,22,3,6.12,1,Semi-Furnished,3.3,15692492
3570,2,4,4,31,3,23.51,0,Unfurnished,4.5,28444041
1099,3,1,3,21,1,33.88,0,Unfurnished,2.5,8993072
1539,3,1,2,22,1,8.03,1,Unfurnished,3.4,13766748
590,4,5,2,19,3,29.56,1,Unfurnished,3.5,10127806
2700,2,3,3,33,2,11.08,0,Unfurnished,3.3,21714639
1380,4,4,3,16,1,14.95,0,Furnished,4.3,15526096
3375,2,4,1,14,2,32.15,1,Semi-Furnished,4.2,26831407
1584,6,4,3,20,3,2.98,0,Semi-Furnished,5.0,19675171
3727,3,2,2,0,2,16.25,1,Semi-Furnished,4.0,29811317
3794,6,5,4,33,1,18.19,0,Semi-Furnished,4.6,32565933
527,4,4,4,28,1,31.63,0,Furnished,3.1,8674046
2465,2,5,1,1,1,20.51,1,Unfurnished,4.1,22191327
2216,3,3,4,19,0,33.13,1,Semi-Furnished,3.7,19626167
969,3,3,3,12,3,11.81,1,Unfurnished,4.6,12464305
2295,1,3,1,7,1,17.78,0,Semi-Furnished,4.7,17876547
3133,4,2,3,22,1,1.77,1,Furnished,3.1,27127085
4263,1,3,4,10,2,34.62,0,Furnished,2.6,29975499
4414,3,5,3,22,1,8.93,0,Semi-Furnished,3.8,34729924
3301,4,1,1,27,3,32.58,1,Unfurnished,3.3,26438644
2086,4,1,1,16,0,14.61,0,Semi-Furnished,4.3,18968940
3409,6,5,2,7,1,6.62,0,Semi-Furnished,2.5,29861830
554,5,1,4,0,1,15.28,0,Furnished,4.2,10529889
2937,2,4,3,28,2,12.02,0,Unfurnished,3.8,22681673
1809,5,1,2,2,0,33.36,0,Furnished,3.3,16668031
4457,5,2,2,12,0,27.22,0,Semi-Furnished,3.9,34573585
1184,3,3,4,32,1,8.05,1,Furnished,4.8,13560549
3575,6,1,3,22,0,19.36,0,Unfurnished,4.7,29270032
4741,2,1,4,22,1,23.78,1,Semi-Furnished,4.7,34444392
3206,5,2,3,33,3,20.7,1,Semi-Furnished,3.1,27369053
937,5,2,2,25,2,32.17,0,Semi-Furnished,3.5,11556230
2241,4,1,2,4,3,4.84,0,Unfurnished,2.7,19941818
2855,3,4,2,7,0,2.37,0,Semi-Furnished,2.8,24854751
924,5,1,3,16,3,21.81,1,Unfurnished,3.1,11817995
3350,2,4,1,24,1,26.34,0,Unfurnished,4.7,25554011
4531,1,3,4,22,2,28.52,0,Unfurnished,2.8,32510302
4515,1,5,3,27,3,8.18,0,Semi-Furnished,3.4,34042893
2768,3,3,4,33,2,7.46,0,Furnished,2.6,23190712
4247,1,1,4,7,1,29.51,0,Furnished,3.2,30251507
4895,4,1,2,18,2,12.48,1,Semi-Furnished,4.5,38222318
3101,4,4,4,12,2,23.43,1,Unfurnished,4.8,27263790
1371,2,2,1,25,1,6.13,1,Semi-Furnished,3.5,12876341
1566,6,4,3,5,0,28.23,1,Furnished,3.2,17312714
3174,3,2,1,12,3,33.67,0,Unfurnished,3.9,24795830
2382,3,2,1,22,0,34.04,0,Semi-Furnished,2.6,18451453
1253,1,2,2,16,3,18.65,0,Unfurnished,3.3,11037336
4546,5,2,3,0,2,9.14,1,Furnished,4.5,38352084
4136,5,1,3,12,1,5.79,1,Unfurnished,2.5,32499153
4169,6,5,1,27,0,9.35,1,Semi-Furnished,3.2,35811995
974,5,5,3,13,3,22.14,0,Furnished,3.0,14601887
3661,6,3,4,13,3,15.82,1,Semi-Furnished,3.4,32597681
1548,2,3,3,6,0,17.23,0,Semi-Furnished,2.7,14658305
2115,3,3,3,17,2,17.13,0,Semi-Furnished,3.6,19010772
4254,1,4,4,8,2,27.98,0,Unfurnished,3.7,30589079
2891,2,3,4,19,0,29.27,0,Furnished,2.7,21542261
3060,4,3,4,20,1,1.47,1,Semi-Furnished,4.6,27752148
3524,4,3,4,24,1,32.22,0,Semi-Furnished,4.3,28355454
3451,4,1,3,1,3,14.21,0,Unfurnished,3.2,27674892
404,6,3,2,29,2,9.19,1,Unfurnished,2.9,10026941
1276,6,5,2,7,3,34.86,0,Unfurnished,5.0,17092296
1391,3,1,4,24,0,5.17,0,Semi-Furnished,2.6,12610147
4542,4,2,3,29,3,11.92,1,Semi-Furnished,3.8,36220182
4764,6,4,3,29,0,31.84,1,Furnished,4.3,37946006
4865,6,1,3,12,2,17.17,0,Semi-Furnished,4.8,38674032
1035,5,1,3,30,2,32.48,1,Unfurnished,3.8,12165656
2093,6,5,3,31,0,9.21,1,Semi-Furnished,3.9,22174101
2082,4,3,2,28,1,14.85,0,Furnished,4.7,20243540
519,2,2,1,33,2,2.76,1,Unfurnished,3.5,8122226
1230,4,5,1,18,3,16.45,1,Furnished,3.4,15643556
4075,5,5,1,25,1,1.02,1,Furnished,4.7,36496079
1769,4,1,4,4,3,11.77,1,Unfurnished,4.3,17675032
1140,1,2,4,19,1,25.31,1,Semi-Furnished,4.2,11093407
516,5,5,2,13,0,25.62,0,Semi-Furnished,2.9,10120722
3238,3,4,2,28,1,15.54,1,Semi-Furnished,3.6,26702817
1550,4,4,3,2,3,1.44,0,Semi-Furnished,3.5,18387937
2331,6,5,2,19,3,5.45,1,Furnished,4.8,26565941
1412,2,1,4,24,1,9.23,1,Semi-Furnished,2.6,12890762
2064,4,4,2,4,0,1.56,0,Semi-Furnished,5.0,21181022
1481,2,1,3,28,2,8.38,1,Unfurnished,4.8,13524569
912,1,3,3,1,3,18.8,0,Semi-Furnished,4.1,11147643
3249,3,3,3,5,1,5.27,0,Semi-Furnished,3.6,26740805
959,6,1,4,0,3,30.45,0,Furnished,4.4,13748764
4072,5,5,1,30,3,3.04,1,Unfurnished,4.6,36103528
4983,5,3,1,26,3,27.38,1,Unfurnished,2.9,38740085
3743,3,3,4,18,2,16.17,1,Furnished,4.7,30305900
4470,1,4,3,0,0,21.84,1,Furnished,2.9,32893808
1870,1,5,3,30,3,17.44,0,Furnished,3.5,16640499
980,4,1,4,17,0,15.56,0,Furnished,3.0,11573012
2694,1,3,1,6,0,24.13,1,Semi-Furnished,3.9,22295645
3547,4,5,3,31,3,8.72,1,Furnished,4.8,32371053
4649,2,3,3,34,0,17.55,0,Unfurnished,3.4,32885024
2079,3,4,1,31,3,28.45,0,Unfurnished,4.5,18762790
3906,2,5,4,0,3,6.27,1,Semi-Furnished,3.8,32529521
3144,2,2,2,32,3,4.15,1,Furnished,4.5,25448789
3756,2,4,3,11,3,21.52,1,Furnished,4.8,30755655
4445,2,1,1,23,0,33.76,0,Semi-Furnished,3.6,30412279
1643,5,5,4,3,2,15.59,0,Semi-Furnished,3.5,17973213
3518,1,3,1,14,2,28.7,1,Semi-Furnished,3.0,26369239
2541,3,5,1,31,0,16.99,1,Furnished,4.7,23330888
3459,3,1,2,23,1,8.98,1,Furnished,4.4,27776450
4948,6,5,3,22,0,17.49,0,Unfurnished,3.7,39576750
3359,2,3,3,24,0,16.02,0,Semi-Furnished,3.5,25341097
2665,3,4,3,25,1,9.58,0,Semi-Furnished,2.8,21888011
2879,4,4,2,20,3,13.01,0,Semi-Furnished,3.0,25752318
2035,3,3,1,5,1,14.33,1,Semi-Furnished,3.2,18394267
2157,2,2,4,21,0,30.22,1,Furnished,4.7,17559103
4852,3,2,1,10,3,11.45,1,Unfurnished,4.2,38354212
2470,1,4,3,29,0,32.46,1,Unfurnished,3.0,18723474
3249,2,1,2,30,1,1.46,1,Furnished,3.4,24390490
3651,5,5,1,32,1,5.37,1,Furnished,3.0,33134885
4130,1,3,2,11,0,1.92,0,Semi-Furnished,3.2,30908950
2889,3,1,4,26,3,27.1,0,Semi-Furnished,2.9,22093213
2031,5,5,4,13,0,5.23,1,Semi-Furnished,4.6,22431427
3216,6,4,3,0,1,20.52,0,Furnished,2.6,28389733
1415,1,3,2,7,3,27.45,0,Furnished,3.6,12817406
1748,6,1,3,7,0,17.64,1,Furnished,3.2,18138646
3487,4,5,2,28,2,4.33,1,Unfurnished,3.5,30544215
3239,1,4,2,25,0,29.47,0,Semi-Furnished,4.7,24894617
735,5,4,4,25,3,8.01,1,Unfurnished,3.6,12821773
4992,6,5,1,19,1,4.21,0,Semi-Furnished,3.6,41403094
1295,4,2,1,6,2,27.1,1,Furnished,3.5,14932586
3946,6,2,4,31,3,1.95,1,Unfurnished,2.9,32617542
1251,3,5,4,17,0,22.0,1,Unfurnished,3.9,12892199
2087,2,5,2,21,3,15.29,0,Furnished,3.2,19549119
2331,6,5,1,28,1,15.77,1,Furnished,4.0,24504008
4146,3,4,3,31,2,28.35,1,Semi-Furnished,4.2,32323524
2827,2,3,3,19,1,2.59,0,Semi-Furnished,4.5,22811194
1968,2,4,1,30,0,26.22,1,Furnished,4.3,17588183
4400,5,4,1,7,2,24.99,1,Semi-Furnished,4.0,36554517
3138,4,2,1,7,0,31.24,0,Unfurnished,4.4,24645854
3898,4,5,2,8,2,20.62,1,Furnished,4.2,33607934
4313,1,4,4,13,0,6.44,1,Furnished,3.4,31955495
1466,3,4,4,32,2,2.58,0,Furnished,2.8,14814435
4780,5,5,2,14,1,16.03,0,Furnished,4.4,40372915
2844,6,3,3,29,0,25.49,0,Furnished,3.0,26036707
4507,3,2,2,29,0,2.44,1,Semi-Furnished,4.7,34115611
3773,6,1,1,30,1,9.44,1,Semi-Furnished,4.2,32348916
4369,6,4,4,4,0,27.21,1,Furnished,3.6,37055535
2946,6,3,4,18,2,8.83,1,Unfurnished,4.9,27294982
1153,1,1,2,10,1,13.96,0,Semi-Furnished,4.4,10106478
