area_sqft,bedrooms,bathrooms,floors,age_years,parking,distance_city_km,near_metro,furnishing,locality_rating,price_inr
2790,6,5,3,16,2,24.69,0,Furnished,3.9,26914598.683340684
3131,4,4,2,33,0,12.66,0,Semi-Furnished,4.9,26526379.525454916
4506,6,4,2,2,3,29.81,1,Furnished,3.5,38557219.93112193
3679,2,5,3,17,2,7.27,1,Furnished,3.9,30847614.49340949
1694,1,4,1,25,1,18.26,0,Unfurnished,2.5,13754849.591887444
3701,3,2,4,14,3,17.11,0,Furnished,3.6,29457481.563402157
706,5,4,1,19,0,1.46,0,Unfurnished,2.9,11220861.362464104
3405,3,5,2,23,2,12.64,1,Semi-Furnished,4.9,29558993.60422928
3991,2,2,4,8,3,34.12,0,Unfurnished,5.0,29879068.5068976
4890,3,4,2,15,1,28.82,1,Unfurnished,2.9,36821614.187464654
3785,6,1,2,34,1,14.4,0,Semi-Furnished,3.4,30485577.431278802
2303,1,3,2,33,0,11.81,1,Furnished,4.9,19310098.483379
2303,3,3,3,1,0,31.21,0,Unfurnished,3.0,18811985.62050362
3962,1,2,3,31,2,8.11,0,Semi-Furnished,4.2,29071211.425549965
3472,2,5,2,32,1,4.67,0,Semi-Furnished,4.7,28202888.01028495
996,6,4,4,19,2,4.63,0,Unfurnished,3.2,14500391.046397671
3291,6,1,2,18,3,25.77,0,Semi-Furnished,4.0,28069511.85211313
1591,4,4,2,12,2,19.35,0,Semi-Furnished,4.1,17069183.884318244
985,3,4,1,9,2,20.95,0,Semi-Furnished,3.6,12143054.728390496
1973,2,3,4,18,0,26.59,0,Furnished,3.8,16628551.920404179
2792,3,5,2,0,0,19.26,1,Furnished,3.9,25242883.87671214
2789,3,2,2,33,1,12.26,0,Furnished,3.4,22559638.22970668
472,6,1,4,7,3,1.26,1,Unfurnished,3.1,10987727.310748864
4383,2,1,2,3,3,30.91,1,Unfurnished,4.3,32599300.19816071
4396,2,2,3,0,2,24.32,1,Semi-Furnished,5.0,33855739.22987501
3988,1,2,3,10,2,34.23,0,Furnished,3.9,28960573.565954164
2261,4,2,4,11,2,6.91,0,Semi-Furnished,4.1,20940053.744884722
3687,6,1,1,33,2,34.96,1,Unfurnished,4.5,30138169.841723785
764,5,5,4,33,2,21.53,1,Unfurnished,4.5,12878209.929813225
3161,5,2,3,12,1,1.28,0,Furnished,2.6,27234474.32632648
2646,3,4,2,18,3,32.5,0,Unfurnished,2.8,21877723.68910393
2671,5,3,2,10,3,7.18,0,Unfurnished,3.0,24431342.18864562
1957,4,1,1,1,0,30.46,1,Semi-Furnished,3.4,17602653.33567021
1276,1,3,3,2,1,34.68,0,Semi-Furnished,3.6,11262535.663419437
3847,6,2,2,16,1,8.96,1,Furnished,2.8,32864731.073664453
1432,6,5,1,6,3,12.66,1,Furnished,3.9,19818481.099247936
4450,1,2,1,21,3,26.77,1,Unfurnished,3.7,32201191.803157926
1704,4,4,4,27,1,34.33,0,Semi-Furnished,3.0,16089586.282583758
4069,5,5,3,30,1,4.05,1,Furnished,2.7,34807957.77777095
1119,1,3,3,24,2,34.68,0,Furnished,3.4,10242838.465933098
465,2,1,2,9,3,31.0,0,Semi-Furnished,4.5,6715892.276467491
3723,2,3,2,24,0,4.96,1,Semi-Furnished,3.8,29063650.655430526
4042,6,4,2,15,3,3.14,1,Unfurnished,3.4,35534041.09613248
4862,5,4,2,28,1,7.97,1,Semi-Furnished,3.3,39252931.28461853
2417,4,3,1,12,2,3.2,1,Unfurnished,4.3,22999850.28934287
2211,2,4,1,6,1,8.61,1,Unfurnished,3.5,19878964.337612987
3653,3,2,1,28,0,29.31,0,Semi-Furnished,2.6,26666521.407946035
1197,6,1,4,22,1,6.81,0,Furnished,4.3,14972200.788231775
1646,5,4,4,31,1,15.88,0,Furnished,3.4,17645255.322770886
3969,1,1,2,29,1,7.1,1,Semi-Furnished,3.4,28786015.630554367
1935,4,3,2,14,1,26.57,1,Semi-Furnished,3.0,18426234.72035322
3298,5,5,4,15,0,18.93,0,Semi-Furnished,3.2,28449357.977672692
2338,2,4,2,6,0,5.83,1,Semi-Furnished,3.0,20670265.479072496
3938,2,1,1,0,2,15.05,1,Semi-Furnished,2.8,29871479.935911804
3917,3,4,3,27,0,11.94,0,Furnished,2.7,30480980.352973513
1991,3,4,1,18,0,12.05,1,Semi-Furnished,3.3,18783522.838700503
1683,3,2,4,23,3,11.4,1,Unfurnished,4.2,16580242.259078328
4409,6,1,4,34,3,33.87,1,Unfurnished,3.6,34790245.26566031
2381,2,3,2,22,3,30.99,0,Unfurnished,3.0,18889582.61737728
966,6,5,2,29,0,27.5,0,Semi-Furnished,4.1,13756282.192859776
2490,6,4,1,0,2,3.5,0,Semi-Furnished,4.9,25768824.525761604
928,6,3,2,32,1,7.54,1,Furnished,3.4,14282473.6806852
3771,4,5,1,12,2,32.68,1,Furnished,2.8,31731085.74344208
2775,5,1,1,12,1,9.62,0,Furnished,4.4,24608802.785689373
1795,6,5,3,16,2,11.27,0,Unfurnished,3.0,19927893.626548726
3021,5,5,3,5,1,24.27,1,Furnished,4.3,28467486.67576694
3025,5,1,1,19,0,19.57,1,Furnished,4.4,26057676.12505929
4378,3,3,2,32,1,16.22,0,Unfurnished,4.1,32839200.49428906
4439,5,5,2,19,2,29.52,1,Furnished,3.7,37179089.712199606
2331,1,4,2,30,0,17.32,0,Unfurnished,3.9,18061227.831571005
3989,2,3,2,8,3,33.07,0,Unfurnished,4.0,30011731.498654455
2736,4,5,1,16,1,29.57,1,Furnished,3.1,24845591.44809712
854,3,1,2,18,1,13.43,0,Unfurnished,4.2,9441298.741305485
1900,3,3,2,32,0,30.55,0,Furnished,4.8,16839489.03871547
2117,3,5,4,6,2,21.37,1,Unfurnished,3.9,20523559.10313309
4339,2,1,3,31,3,17.84,1,Furnished,4.2,32773917.6347363
762,3,4,3,29,1,24.47,0,Semi-Furnished,4.2,9982903.200983055
613,1,4,3,30,0,28.21,1,Furnished,4.4,8054858.97367725
2076,5,5,1,30,2,22.04,0,Semi-Furnished,3.6,20760239.45143227
1663,3,4,1,4,1,12.6,0,Semi-Furnished,3.8,16788058.336848557
1561,3,3,4,16,2,14.83,0,Furnished,2.6,15393335.410715304
2015,1,5,4,15,2,14.69,1,Semi-Furnished,4.6,18924693.554525167
1345,1,1,3,20,1,7.73,1,Furnished,3.5,12317954.48169991
530,2,1,2,18,3,9.77,0,Semi-Furnished,2.9,7115791.749982234
3310,2,4,4,30,2,13.2,0,Furnished,4.0,26723738.82978681
2617,3,4,4,9,2,7.43,1,Semi-Furnished,3.0,23744941.293051682
3786,1,1,2,9,0,34.84,0,Semi-Furnished,4.1,26286480.603466973
2088,6,5,1,15,3,25.73,1,Furnished,2.6,22816900.251899425
1817,6,3,3,25,2,28.76,1,Furnished,4.4,20093313.236600492
1837,6,3,3,4,2,3.12,0,Furnished,3.9,20880445.769822557
3747,3,3,3,22,2,34.44,0,Furnished,2.6,28668769.234078776
2947,6,2,3,17,2,29.96,0,Furnished,3.5,26037121.36311602
525,4,5,4,30,3,21.21,1,Unfurnished,2.8,10236245.844508654
3839,6,3,4,28,2,8.49,1,Semi-Furnished,3.2,33144373.18540939
3193,6,4,2,12,2,10.96,0,Semi-Furnished,4.5,29576602.23194734
3565,3,2,4,12,1,30.43,1,Unfurnished,5.0,28054800.64347398
4072,2,2,2,23,3,30.65,1,Semi-Furnished,4.3,30934028.16538164
3280,4,3,3,14,0,29.93,0,Semi-Furnished,3.7,26315172.958630145
1393,2,2,4,26,1,22.67,1,Unfurnished,3.2,12372761.227570646
2368,1,4,3,24,3,13.15,0,Furnished,4.8,20572322.9696199
3295,5,3,2,27,1,20.74,0,Furnished,2.5,27412112.650214806
1117,1,3,1,18,0,20.38,0,Semi-Furnished,3.2,9930318.739587149
4926,6,4,3,22,0,20.47,0,Semi-Furnished,4.4,39567707.4101463
4439,3,2,1,27,3,11.5,1,Unfurnished,3.6,34147161.359226786
2878,6,1,4,25,2,25.36,0,Furnished,3.6,25105713.414166678
2873,4,3,4,4,1,31.07,1,Furnished,4.3,25456415.451555446
3934,5,5,3,19,3,23.07,1,Furnished,4.4,34731070.67016302
3378,5,5,2,2,0,24.6,1,Furnished,2.7,29915385.18977928
816,6,1,3,6,1,23.18,0,Unfurnished,3.6,11280660.027452396
3098,1,1,4,30,3,22.79,1,Unfurnished,3.4,22722448.83649077
2031,3,2,2,33,0,9.49,0,Unfurnished,3.7,16867596.83960099
2017,5,3,2,16,0,33.95,0,Semi-Furnished,4.2,18897071.233271904
863,5,5,3,21,2,25.96,1,Semi-Furnished,2.6,13250579.614407092
4528,4,1,4,29,3,15.43,1,Semi-Furnished,2.6,34775745.851084545
4779,4,2,2,14,3,27.05,0,Unfurnished,4.3,36453795.510792464
950,2,2,2,6,3,5.11,0,Semi-Furnished,3.9,11235079.082889775
3406,2,1,4,26,0,11.54,1,Unfurnished,2.5,24817772.4175112
1280,3,2,2,13,0,25.45,1,Furnished,4.0,13374857.768684097
651,4,4,3,24,1,34.2,1,Semi-Furnished,2.9,9985326.975557327
4766,5,1,4,15,0,1.98,0,Furnished,3.7,37197159.33944629
4303,6,2,2,27,0,10.2,0,Unfurnished,2.7,33766630.18648207
1887,4,5,3,17,1,20.29,1,Unfurnished,4.4,19492227.742334966
4167,1,3,3,29,2,25.86,1,Furnished,2.6,30653843.81166473
2435,5,4,3,9,3,31.92,1,Semi-Furnished,2.9,23453910.92968889
1341,4,4,2,21,1,18.19,1,Unfurnished,3.4,15026364.833126333
4873,5,3,1,8,1,15.63,1,Furnished,3.8,39568710.05051364
1774,4,5,2,9,0,11.14,1,Furnished,3.7,19442311.36388982
3837,4,4,2,14,3,34.2,1,Furnished,2.8,31847042.604856983
1645,4,5,3,2,3,7.44,1,Semi-Furnished,3.8,19527016.89879177
4826,6,3,3,28,0,32.63,0,Unfurnished,2.8,36790818.74391925
4656,3,3,1,18,1,12.08,1,Furnished,4.3,36639186.072534926
1167,5,1,3,24,0,27.78,1,Unfurnished,4.5,12873616.387858298
3976,4,2,1,33,3,25.37,0,Furnished,4.4,31552445.66846102
632,4,4,3,29,3,12.85,1,Semi-Furnished,3.3,11340390.390653232
1738,4,4,4,30,1,19.68,1,Unfurnished,4.5,17755049.315463178
2513,2,3,1,20,1,33.05,1,Furnished,5.0,21304586.39522937
1744,3,1,1,34,0,9.47,1,Furnished,4.7,16266280.998051388
2500,5,4,1,17,0,2.67,1,Unfurnished,4.9,24375193.6219996
3325,2,1,4,13,0,5.03,1,Semi-Furnished,2.7,25314698.15278171
2740,3,3,3,17,1,13.22,1,Semi-Furnished,4.6,23945320.792701263
2253,5,5,1,0,2,11.38,0,Unfurnished,2.7,22386748.163096506
574,4,4,1,16,1,9.64,0,Semi-Furnished,2.7,9887053.118883792
3651,5,5,1,32,1,5.37,1,Furnished,3.0,32107246.060445473
609,6,3,1,11,1,28.06,1,Furnished,3.9,12128744.046949238
2196,2,3,2,32,1,25.27,1,Semi-Furnished,2.6,17952297.91276367
1606,6,4,1,1,2,24.98,0,Unfurnished,3.0,18036341.281807452
4816,4,2,4,4,0,7.83,0,Semi-Furnished,3.0,36650280.075627714
757,5,4,1,15,3,3.79,0,Furnished,3.7,13474196.749641513
743,5,1,1,8,1,26.4,1,Furnished,2.7,10860311.61655252
1929,6,2,1,25,0,11.4,0,Furnished,2.8,19076323.864252314
3821,3,5,3,27,1,32.29,1,Unfurnished,2.8,29892152.745303992
1316,1,4,2,32,1,24.93,0,Furnished,4.9,12504068.604112526
2628,4,3,3,22,0,10.59,1,Furnished,4.8,24117307.624471202
1044,3,2,2,17,3,17.64,0,Furnished,4.0,12251099.129124558
438,5,2,3,22,2,19.81,1,Furnished,4.3,10219833.644657196
3990,3,3,4,21,0,1.17,1,Furnished,4.6,32486916.65257337
1864,4,3,1,22,1,6.08,1,Furnished,2.6,18756517.577259652
3263,4,3,2,1,3,21.92,0,Semi-Furnished,3.2,27554579.782536
2697,2,1,1,18,3,7.0,0,Semi-Furnished,2.8,21269379.60793969
1231,3,1,3,6,0,12.47,1,Unfurnished,3.9,12513737.289318455
1645,2,2,3,28,2,15.61,0,Furnished,2.8,14378525.08455106
3066,1,3,1,18,1,9.3,1,Semi-Furnished,3.4,24113260.782370906
2309,3,1,4,2,2,3.08,1,Unfurnished,2.7,20116947.163727496
1597,5,2,4,25,2,19.25,1,Furnished,4.5,17777415.79267426
759,2,3,4,9,3,17.69,0,Semi-Furnished,4.3,10078228.405486094
3538,3,3,3,32,3,24.15,0,Unfurnished,4.9,27982648.687529232
1630,1,3,1,14,2,30.62,1,Semi-Furnished,4.0,14574498.743309606
3455,3,3,4,8,2,3.64,0,Semi-Furnished,2.5,27969663.24652914
4911,5,2,2,14,3,33.34,1,Semi-Furnished,4.5,38994772.495603174
1000,2,4,2,10,0,29.54,0,Unfurnished,4.8,10595441.640620772
3543,5,5,1,11,1,6.53,1,Unfurnished,3.9,31557070.061524536
1516,3,5,2,17,3,17.13,0,Semi-Furnished,3.6,16342855.89029488
4299,2,4,4,4,3,11.65,0,Furnished,4.1,34215051.087686606
607,5,4,3,23,0,14.95,0,Furnished,4.3,11191593.870215306
3319,3,3,2,6,0,19.04,1,Semi-Furnished,3.6,27060450.437005308
3054,6,2,1,20,2,21.35,0,Furnished,2.6,26640175.396436445
2667,4,5,2,0,2,25.98,0,Semi-Furnished,2.7,24049797.266464878
3618,1,4,4,27,0,28.71,1,Furnished,3.7,27362792.52444178
3306,4,4,3,4,0,14.43,0,Furnished,3.1,27958495.7975537
3291,3,3,2,15,0,9.17,0,Furnished,2.7,26327087.97027063
1442,1,5,3,12,1,27.42,0,Unfurnished,3.1,12824672.337070711
2598,5,3,1,16,3,25.04,0,Semi-Furnished,3.3,23568253.711633466
3970,2,4,3,10,2,10.45,0,Semi-Furnished,2.8,30813974.139664307
3521,4,2,3,10,1,3.12,1,Furnished,5.0,30401205.54507555
3748,4,4,1,13,2,12.6,1,Semi-Furnished,4.3,32106809.59825906
4085,4,2,1,7,2,21.19,0,Semi-Furnished,4.5,32488347.95546759
918,3,2,1,30,3,22.71,0,Unfurnished,4.0,10204343.42148283
3340,5,1,3,8,2,12.92,1,Furnished,4.7,29367944.859100323
2929,5,2,3,16,0,28.92,1,Unfurnished,3.5,24587498.221992176
2590,3,1,1,34,3,29.34,1,Semi-Furnished,3.5,21056762.44729932
619,3,3,2,21,1,14.46,1,Semi-Furnished,2.8,9294364.40260866
819,3,4,3,23,0,11.07,0,Furnished,4.3,11119441.916427791
3198,6,4,1,20,1,23.18,0,Furnished,2.6,28206411.159784652
3243,2,5,2,24,3,20.98,1,Semi-Furnished,3.4,27051194.10399029
3954,2,4,2,34,2,32.84,0,Unfurnished,3.3,29054060.462545484
4629,3,2,4,22,2,25.66,1,Semi-Furnished,2.8,34683622.625557706
4966,3,1,1,29,0,32.34,0,Unfurnished,3.7,34635698.53278564
4105,2,5,1,32,0,22.88,0,Semi-Furnished,4.1,31055680.71712678
1341,5,4,2,17,3,9.13,1,Unfurnished,4.4,17286892.67811232
3337,2,1,1,6,0,21.28,0,Semi-Furnished,3.2,24427505.869602546
2313,4,2,2,5,3,29.01,1,Semi-Furnished,2.6,20954548.900148887
1604,1,1,4,30,1,29.13,0,Semi-Furnished,3.0,11659534.340304414
4391,3,4,4,10,1,28.06,1,Semi-Furnished,3.1,34169734.499277435
4454,6,3,2,16,3,31.16,1,Furnished,4.8,37824080.75600292
3459,2,5,4,22,3,10.68,0,Furnished,4.6,29035646.0320877
2860,3,2,4,7,2,29.47,1,Furnished,4.3,24355345.20681156
2063,1,2,3,7,0,7.09,1,Semi-Furnished,4.8,17718141.30402453
1544,1,2,2,30,3,14.72,0,Furnished,5.0,14078598.653303063
3890,2,1,4,13,0,25.68,1,Semi-Furnished,2.7,28166884.909887187
3184,5,5,3,10,1,22.07,1,Furnished,4.4,29526446.69189374
2220,4,4,1,2,3,24.14,1,Semi-Furnished,3.7,22059899.83704816
743,6,4,1,8,2,21.16,1,Furnished,3.4,13952408.313628592
4634,5,1,4,4,0,28.29,1,Semi-Furnished,4.4,36209548.771308124
454,3,5,4,23,0,29.26,0,Furnished,3.2,8089398.515634462
4049,5,3,2,0,1,22.58,1,Furnished,3.6,34062057.67224157
2921,4,1,4,31,2,15.4,1,Semi-Furnished,4.6,24777168.275115684
1884,3,5,1,15,2,28.9,0,Unfurnished,3.2,17505491.16624005
4621,6,3,3,27,3,32.86,0,Furnished,3.6,37387298.42745063
2357,3,3,2,2,2,34.25,1,Furnished,4.2,21485713.84140509
1859,1,1,3,0,0,10.78,0,Unfurnished,3.3,14275430.768905038
2212,2,2,4,22,2,23.2,1,Furnished,4.5,19288022.929287463
462,6,3,2,18,1,11.24,0,Unfurnished,4.8,10627804.596944373
3054,5,3,3,32,1,9.05,0,Unfurnished,4.2,26162840.18277013
3239,1,4,2,25,0,29.47,0,Semi-Furnished,4.7,24279448.16644772
1035,2,3,2,32,0,32.21,0,Furnished,3.1,9674326.756770391
2134,3,5,4,20,2,16.97,1,Semi-Furnished,4.1,20885360.837365724
2356,2,4,3,24,2,17.78,1,Unfurnished,2.9,20059705.978152674
2680,3,4,2,31,3,28.44,1,Unfurnished,3.4,22864228.08514547
3280,6,1,3,23,3,11.59,1,Furnished,3.1,29114266.46497636
4121,3,5,2,32,3,1.85,0,Semi-Furnished,4.2,33735445.95945813
888,3,3,4,1,3,12.33,0,Furnished,3.8,12277777.514823163
4004,4,4,1,9,0,13.56,0,Unfurnished,3.3,31786158.828314155
2983,1,2,4,11,2,29.95,1,Furnished,3.4,23072045.084537625
1469,6,3,1,18,2,3.03,0,Semi-Furnished,4.1,17873819.208991535
2002,6,3,3,30,0,13.25,1,Furnished,3.8,20945936.79082047
1822,5,1,4,13,0,21.46,0,Semi-Furnished,4.0,17119778.153950803
2670,1,2,1,7,2,5.27,0,Furnished,4.1,21700507.103129804
3806,2,3,3,29,2,6.17,0,Furnished,2.7,29233779.922629416
1297,2,4,4,21,3,5.28,1,Semi-Furnished,3.6,14681920.32971056
4603,6,3,1,6,0,1.03,0,Semi-Furnished,4.1,38027522.17956126
1186,6,4,2,1,0,1.38,1,Unfurnished,4.0,16738845.409367517
4876,2,4,4,0,1,18.76,0,Unfurnished,2.8,35973306.08277205
1732,3,4,3,4,2,20.71,1,Furnished,3.3,18054034.43366833
2052,1,4,1,10,1,17.7,0,Unfurnished,3.2,16764298.60221619
1929,2,4,3,23,0,13.35,0,Furnished,3.3,17043415.44616407
2379,3,3,3,17,3,4.15,1,Unfurnished,4.7,22244422.58343566
4102,3,3,1,29,0,13.66,0,Unfurnished,2.6,30327694.743687417
4507,4,1,2,9,1,7.82,1,Unfurnished,3.3,34775895.37722991
1226,3,2,1,5,3,4.27,0,Semi-Furnished,4.4,14088357.91870216
2527,6,2,1,20,2,15.58,0,Furnished,2.9,23563481.721796595
1595,4,2,1,25,0,30.92,1,Furnished,2.9,15263826.627183296
4874,3,2,3,19,2,28.91,1,Unfurnished,4.8,36664176.22834521
3356,5,3,2,21,2,31.71,1,Furnished,2.6,28562797.468708932
3378,2,5,3,21,1,13.78,0,Semi-Furnished,2.7,26715860.67109926
969,1,5,3,17,0,16.34,0,Unfurnished,4.3,10240209.583539508
3146,5,1,2,29,2,9.45,0,Semi-Furnished,2.7,25876224.57840296
1502,3,2,2,29,3,28.73,1,Unfurnished,4.9,14841246.53644344
2827,2,3,3,19,1,2.59,0,Semi-Furnished,4.5,23342716.080912787
2855,3,4,2,7,0,2.37,0,Semi-Furnished,2.8,24167320.36939516
465,4,5,3,8,0,27.05,0,Semi-Furnished,4.7,9687936.751720268
3628,2,5,3,26,1,19.71,1,Furnished,2.9,29095730.02948358
1866,5,3,3,28,2,9.13,0,Semi-Furnished,3.8,19035616.13000096
2189,4,1,4,20,3,13.98,0,Furnished,4.8,20379803.85347479
555,5,4,4,21,2,21.82,0,Furnished,2.8,10635227.869264347
2108,3,2,1,18,2,27.07,1,Unfurnished,3.5,18269813.726082135
3365,2,1,4,27,0,24.9,1,Semi-Furnished,3.1,24587963.63795682
590,4,5,2,19,3,29.56,1,Unfurnished,3.5,10885842.610788178
3997,3,1,1,13,1,3.74,1,Semi-Furnished,4.2,31431161.481842168
4786,1,2,3,16,2,6.94,1,Semi-Furnished,3.6,35314044.754175745
1057,4,2,1,32,2,33.83,0,Unfurnished,3.1,10759838.333879525
4265,6,4,4,22,3,18.67,0,Semi-Furnished,3.2,35765611.93665936
1450,2,5,1,29,3,19.49,1,Unfurnished,3.0,14817161.323214851
604,3,3,1,7,1,33.11,1,Semi-Furnished,4.4,9449305.556315461
3102,3,5,1,1,2,27.8,1,Semi-Furnished,4.9,27548801.631878648
3383,1,5,3,23,2,23.95,1,Furnished,3.3,27068360.720543683
1390,1,1,2,4,3,28.75,1,Semi-Furnished,4.2,12720331.60000509
3890,5,3,2,6,3,25.5,1,Semi-Furnished,3.5,32978392.83932839
3968,6,4,1,20,2,4.03,1,Furnished,3.7,35405069.09252652
2065,4,4,4,3,2,25.16,1,Semi-Furnished,2.8,20329095.936626263
3410,2,3,3,30,1,22.94,1,Unfurnished,3.1,25830235.645999357
3987,6,3,4,5,2,12.64,0,Semi-Furnished,4.9,34506125.10288389
3694,5,4,2,32,2,4.5,0,Unfurnished,4.2,31303971.025599368
2618,2,2,1,17,1,27.86,0,Semi-Furnished,4.5,20530893.13553478
1244,6,1,4,2,3,13.22,1,Furnished,2.7,16193904.943995059
2693,2,4,3,19,1,9.15,0,Unfurnished,2.6,21603652.707123257
1255,6,5,1,7,1,1.1,0,Unfurnished,4.4,17308265.26535967
2338,2,4,4,31,1,6.06,0,Unfurnished,3.4,19431206.3469142
2553,4,2,3,1,0,11.58,0,Unfurnished,4.9,22271724.08992482
2247,3,4,3,13,3,16.65,0,Unfurnished,3.8,20438700.15659443
3766,1,4,1,25,1,29.32,0,Furnished,5.0,28470567.78199747
4729,2,2,2,13,2,33.52,0,Semi-Furnished,4.3,34347823.0162572
2598,1,2,4,17,3,22.95,0,Unfurnished,3.1,19482839.798647314
4641,5,5,1,13,1,13.38,1,Semi-Furnished,4.8,39081803.42132217
1402,4,3,2,22,2,18.04,0,Unfurnished,3.2,14424847.013667485
1251,3,1,4,33,1,24.33,0,Unfurnished,3.7,11007588.635851346
1166,4,3,4,32,0,29.71,1,Semi-Furnished,3.9,12902921.24769564
4089,6,4,1,25,1,24.95,1,Unfurnished,3.4,34119306.764486164
3679,4,5,4,4,1,1.56,0,Furnished,3.5,31853619.681451164
3472,2,4,2,24,1,4.6,1,Semi-Furnished,3.3,28049100.249041513
1222,6,5,3,18,1,26.74,0,Semi-Furnished,4.3,16109818.726831645
4298,1,3,2,25,3,12.16,1,Unfurnished,4.6,32550417.58949358
3681,4,1,3,32,3,22.26,0,Semi-Furnished,3.9,28742860.081370093
2836,4,1,3,15,1,2.03,0,Unfurnished,3.5,23375129.753641736
474,6,2,2,34,2,17.9,0,Furnished,4.0,10209199.784841929
4408,2,1,3,20,0,2.23,1,Furnished,3.7,33024487.132252574
1387,5,4,3,33,3,21.96,0,Unfurnished,2.6,15255980.213938477
740,6,2,2,9,1,10.19,1,Furnished,3.4,13040377.51518241
1122,2,5,4,28,0,31.59,0,Unfurnished,4.3,11150736.757302556
2592,3,1,1,3,3,27.62,1,Unfurnished,3.5,21574229.583862294
3409,4,3,3,9,0,30.28,1,Semi-Furnished,4.7,28361833.940054484
3644,6,1,3,7,2,22.72,0,Semi-Furnished,3.0,30067954.343868013
2705,6,5,4,14,1,26.91,1,Furnished,3.5,26563600.033580832
2264,2,4,4,5,2,9.23,0,Unfurnished,4.7,20303618.207863636
1156,2,2,3,24,1,30.56,0,Unfurnished,4.4,10349905.488390114
3249,4,1,1,14,0,25.73,1,Furnished,4.9,26793106.442648876
2674,5,2,3,21,1,25.49,1,Furnished,2.6,23576250.594368733
3301,3,3,1,30,1,1.79,0,Semi-Furnished,3.1,26420206.404898427
793,4,3,4,12,0,16.86,0,Furnished,4.6,11420839.736784764
4581,4,1,4,19,0,33.76,0,Unfurnished,4.4,33412267.704768732
3292,1,4,4,13,3,8.25,0,Furnished,3.8,26654883.50747548
1908,2,5,2,26,0,17.04,1,Unfurnished,3.3,17187428.38568041
2872,5,2,1,21,3,13.46,0,Furnished,4.1,25838985.99130205
3894,3,1,2,13,1,5.77,0,Furnished,3.7,30126353.66515912
3467,1,5,3,18,0,21.71,1,Unfurnished,4.5,27012849.733691305
4147,5,1,2,2,3,5.11,0,Unfurnished,4.7,33982854.25634633
1854,4,1,3,27,1,18.7,1,Semi-Furnished,4.4,17434472.327400666
